performance_id,employee_id,review_period,manager_rating,performance_score,productivity_score,training_hours,promotion_eligible,bonus_percentage
PERF0001818,EMP00909,2025-H2,5,4.59,81,53,No,8
PERF0001819,EMP00910,2025-H1,4,4.12,86,12,Yes,10
PERF0001820,EMP00910,2025-H2,5,2.83,93,26,Yes,8
PERF0001821,EMP00911,2025-H1,5,3.34,83,3,No,12
PERF0001822,EMP00911,2025-H2,3,4.81,94,18,Yes,10
PERF0001823,EMP00912,2025-H1,5,4.48,76,28,Yes,10
PERF0001824,EMP00912,2025-H2,4,2.62,93,49,No,0
PERF0001825,EMP00913,2025-H1,4,4.84,88,20,Yes,12
PERF0001826,EMP00913,2025-H2,2,4.75,64,28,No,8
PERF0001827,EMP00914,2025-H1,4,4.52,73,1,No,12
PERF0001828,EMP00914,2025-H2,5,3.28,76,59,Yes,15
PERF0001829,EMP00915,2025-H1,3,4.51,76,4,No,8
PERF0001830,EMP00915,2025-H2,4,3.83,94,10,Yes,5
PERF0001831,EMP00916,2025-H1,3,3.25,60,16,Yes,12
PERF0001832,EMP00916,2025-H2,3,3.56,84,58,Yes,8
PERF0001833,EMP00917,2025-H1,3,4.41,100,29,Yes,12
PERF0001834,EMP00917,2025-H2,3,4.9,71,31,No,12
PERF0001835,EMP00918,2025-H1,4,4.15,79,10,Yes,10
PERF0001836,EMP00918,2025-H2,3,4.83,96,12,No,15
PERF0001837,EMP00919,2025-H1,5,4.94,81,50,No,5
PERF0001838,EMP00919,2025-H2,2,2.77,87,40,Yes,15
PERF0001839,EMP00920,2025-H1,2,4.6,82,24,Yes,12
PERF0001840,EMP00920,2025-H2,5,2.78,85,30,Yes,5
PERF0001841,EMP00921,2025-H1,3,3.37,60,27,No,10
PERF0001842,EMP00921,2025-H2,5,4.74,70,13,Yes,12
PERF0001843,EMP00922,2025-H1,5,4.48,94,55,Yes,0
PERF0001844,EMP00922,2025-H2,3,3.7,89,17,No,5
PERF0001845,EMP00923,2025-H1,4,2.51,96,58,No,8
PERF0001846,EMP00923,2025-H2,5,4.18,70,59,Yes,15
PERF0001847,EMP00924,2025-H1,4,3.59,61,39,No,0
PERF0001848,EMP00924,2025-H2,5,4.87,71,3,Yes,0
PERF0001849,EMP00925,2025-H1,5,3.99,96,46,No,5
PERF0001850,EMP00925,2025-H2,3,3.15,89,54,No,12
PERF0001851,EMP00926,2025-H1,2,2.69,85,5,Yes,10
PERF0001852,EMP00926,2025-H2,3,4.74,71,53,Yes,0
PERF0001853,EMP00927,2025-H1,5,3.45,87,53,No,5
PERF0001854,EMP00927,2025-H2,3,3.28,78,54,Yes,0
PERF0001855,EMP00928,2025-H1,3,3.16,66,57,Yes,8
PERF0001856,EMP00928,2025-H2,5,3.47,87,30,No,12
PERF0001857,EMP00929,2025-H1,4,4.6,96,48,Yes,12
PERF0001858,EMP00929,2025-H2,3,4.07,89,36,No,8
PERF0001859,EMP00930,2025-H1,3,3.43,72,13,Yes,12
PERF0001860,EMP00930,2025-H2,2,4.88,84,14,No,8
PERF0001861,EMP00931,2025-H1,5,4.43,84,52,Yes,8
PERF0001862,EMP00931,2025-H2,2,3.85,65,8,Yes,15
PERF0001863,EMP00932,2025-H1,3,4.6,60,29,No,15
PERF0001864,EMP00932,2025-H2,4,4.65,92,33,Yes,0
PERF0001865,EMP00933,2025-H1,5,2.81,62,2,Yes,15
PERF0001866,EMP00933,2025-H2,3,5.0,92,19,No,15
PERF0001867,EMP00934,2025-H1,5,3.73,78,45,No,5
PERF0001868,EMP00934,2025-H2,5,3.08,97,20,Yes,10
PERF0001869,EMP00935,2025-H1,5,3.62,73,55,No,0
PERF0001870,EMP00935,2025-H2,3,4.22,62,5,No,8
PERF0001871,EMP00936,2025-H1,2,4.11,69,53,Yes,10
PERF0001872,EMP00936,2025-H2,5,4.04,77,28,Yes,5
PERF0001873,EMP00937,2025-H1,5,4.24,89,35,No,12
PERF0001874,EMP00937,2025-H2,4,3.49,60,57,No,15
PERF0001875,EMP00938,2025-H1,2,4.41,65,39,Yes,15
PERF0001876,EMP00938,2025-H2,3,4.33,98,35,Yes,0
PERF0001877,EMP00939,2025-H1,4,2.54,67,37,Yes,5
PERF0001878,EMP00939,2025-H2,5,2.76,73,36,No,15
PERF0001879,EMP00940,2025-H1,3,3.11,63,20,Yes,12
PERF0001880,EMP00940,2025-H2,5,2.59,93,18,No,5
PERF0001881,EMP00941,2025-H1,2,4.31,72,21,No,12
PERF0001882,EMP00941,2025-H2,5,4.25,61,29,No,12
PERF0001883,EMP00942,2025-H1,5,3.31,82,46,Yes,5
PERF0001884,EMP00942,2025-H2,3,4.49,69,60,Yes,0
PERF0001885,EMP00943,2025-H1,2,4.79,96,15,No,5
PERF0001886,EMP00943,2025-H2,2,3.5,69,14,Yes,15
PERF0001887,EMP00944,2025-H1,3,2.91,91,48,No,10
PERF0001888,EMP00944,2025-H2,2,3.26,94,60,No,15
PERF0001889,EMP00945,2025-H1,3,4.22,89,42,Yes,0
PERF0001890,EMP00945,2025-H2,4,4.53,76,28,Yes,0
PERF0001891,EMP00946,2025-H1,5,3.84,91,13,No,0
PERF0001892,EMP00946,2025-H2,2,3.12,86,56,Yes,8
PERF0001893,EMP00947,2025-H1,5,2.62,68,6,No,10
PERF0001894,EMP00947,2025-H2,2,3.82,83,37,No,0
PERF0001895,EMP00948,2025-H1,2,4.83,63,0,Yes,0
PERF0001896,EMP00948,2025-H2,4,4.37,94,0,Yes,15
PERF0001897,EMP00949,2025-H1,4,3.49,70,8,No,12
PERF0001898,EMP00949,2025-H2,2,2.57,84,9,No,15
PERF0001899,EMP00950,2025-H1,2,4.44,88,1,No,5
PERF0001900,EMP00950,2025-H2,2,3.16,93,15,Yes,8
PERF0001901,EMP00951,2025-H1,3,4.42,78,30,Yes,5
PERF0001902,EMP00951,2025-H2,5,3.74,64,22,Yes,8
PERF0001903,EMP00952,2025-H1,2,3.63,61,28,Yes,5
PERF0001904,EMP00952,2025-H2,4,4.12,77,35,No,8
PERF0001905,EMP00953,2025-H1,3,4.46,96,14,Yes,12
PERF0001906,EMP00953,2025-H2,4,3.71,73,31,Yes,12
PERF0001907,EMP00954,2025-H1,5,3.71,61,38,Yes,8
PERF0001908,EMP00954,2025-H2,5,3.14,74,11,No,8
PERF0001909,EMP00955,2025-H1,3,4.59,68,5,No,15
PERF0001910,EMP00955,2025-H2,5,2.73,96,51,Yes,15
PERF0001911,EMP00956,2025-H1,5,3.57,85,43,No,12
PERF0001912,EMP00956,2025-H2,5,4.17,85,16,Yes,5
PERF0001913,EMP00957,2025-H1,2,2.75,89,55,No,5
PERF0001914,EMP00957,2025-H2,5,3.01,73,57,No,8
PERF0001915,EMP00958,2025-H1,4,3.26,84,14,Yes,0
PERF0001916,EMP00958,2025-H2,2,4.25,73,26,No,10
PERF0001917,EMP00959,2025-H1,2,3.32,64,15,Yes,0
PERF0001918,EMP00959,2025-H2,5,2.52,70,56,Yes,0
PERF0001919,EMP00960,2025-H1,4,3.21,61,7,No,15
PERF0001920,EMP00960,2025-H2,3,4.6,77,14,No,10
PERF0001921,EMP00961,2025-H1,5,3.19,61,44,Yes,10
PERF0001922,EMP00961,2025-H2,5,2.79,60,45,No,10
PERF0001923,EMP00962,2025-H1,2,3.55,90,37,No,5
PERF0001924,EMP00962,2025-H2,5,4.85,62,23,Yes,15
PERF0001925,EMP00963,2025-H1,5,4.96,76,21,No,15
PERF0001926,EMP00963,2025-H2,4,2.53,67,2,No,0
PERF0001927,EMP00964,2025-H1,2,3.03,82,55,Yes,15
PERF0001928,EMP00964,2025-H2,3,3.32,80,48,No,12
PERF0001929,EMP00965,2025-H1,4,4.21,90,22,Yes,5
PERF0001930,EMP00965,2025-H2,3,3.91,60,36,No,10
PERF0001931,EMP00966,2025-H1,2,2.98,85,26,Yes,5
PERF0001932,EMP00966,2025-H2,4,3.34,65,16,Yes,15
PERF0001933,EMP00967,2025-H1,5,4.78,66,57,Yes,12
PERF0001934,EMP00967,2025-H2,3,3.6,91,3,Yes,8
PERF0001935,EMP00968,2025-H1,2,3.38,70,39,Yes,0
PERF0001936,EMP00968,2025-H2,4,4.61,64,24,No,10
PERF0001937,EMP00969,2025-H1,3,3.99,84,0,No,0
PERF0001938,EMP00969,2025-H2,4,4.95,62,44,No,5
PERF0001939,EMP00970,2025-H1,2,3.59,64,32,Yes,15
PERF0001940,EMP00970,2025-H2,2,2.72,77,45,Yes,12
PERF0001941,EMP00971,2025-H1,4,4.42,74,7,Yes,12
PERF0001942,EMP00971,2025-H2,5,4.71,92,33,Yes,12
PERF0001943,EMP00972,2025-H1,5,3.47,94,29,Yes,12
PERF0001944,EMP00972,2025-H2,4,4.85,81,31,Yes,5
PERF0001945,EMP00973,2025-H1,4,4.28,79,22,Yes,5
PERF0001946,EMP00973,2025-H2,3,2.69,72,52,No,12
PERF0001947,EMP00974,2025-H1,3,3.72,80,31,Yes,10
PERF0001948,EMP00974,2025-H2,3,3.26,96,37,No,0
PERF0001949,EMP00975,2025-H1,3,4.25,62,30,No,12
PERF0001950,EMP00975,2025-H2,4,4.14,63,17,No,0
PERF0001951,EMP00976,2025-H1,2,4.17,65,54,No,0
PERF0001952,EMP00976,2025-H2,4,3.94,96,19,No,12
PERF0001953,EMP00977,2025-H1,4,4.16,93,46,Yes,10
PERF0001954,EMP00977,2025-H2,2,3.59,71,59,Yes,10
PERF0001955,EMP00978,2025-H1,2,3.87,67,60,No,10
PERF0001956,EMP00978,2025-H2,4,2.52,92,28,Yes,15
PERF0001957,EMP00979,2025-H1,2,3.52,66,16,Yes,8
PERF0001958,EMP00979,2025-H2,4,4.98,67,29,Yes,15
PERF0001959,EMP00980,2025-H1,5,3.35,61,25,No,15
PERF0001960,EMP00980,2025-H2,2,2.67,76,32,Yes,5
PERF0001961,EMP00981,2025-H1,4,4.27,81,53,Yes,12
PERF0001962,EMP00981,2025-H2,4,2.96,61,40,Yes,12
PERF0001963,EMP00982,2025-H1,3,4.06,92,56,No,15
PERF0001964,EMP00982,2025-H2,5,4.79,72,5,Yes,8
PERF0001965,EMP00983,2025-H1,4,3.68,71,12,Yes,15
PERF0001966,EMP00983,2025-H2,4,3.75,77,34,No,12
PERF0001967,EMP00984,2025-H1,4,4.19,78,54,No,15
PERF0001968,EMP00984,2025-H2,4,4.6,77,28,Yes,15
PERF0001969,EMP00985,2025-H1,4,3.54,85,36,Yes,5
PERF0001970,EMP00985,2025-H2,5,4.01,89,59,Yes,0
PERF0001971,EMP00986,2025-H1,2,3.93,76,0,No,12
PERF0001972,EMP00986,2025-H2,2,4.31,76,14,Yes,5
PERF0001973,EMP00987,2025-H1,5,2.5,86,48,Yes,10
PERF0001974,EMP00987,2025-H2,4,2.83,75,18,No,10
PERF0001975,EMP00988,2025-H1,2,2.76,96,47,No,15
PERF0001976,EMP00988,2025-H2,2,4.49,69,47,Yes,15
PERF0001977,EMP00989,2025-H1,2,3.71,97,48,No,12
PERF0001978,EMP00989,2025-H2,3,2.66,73,12,No,0
PERF0001979,EMP00990,2025-H1,3,4.56,98,4,Yes,8
PERF0001980,EMP00990,2025-H2,2,3.54,89,23,No,15
PERF0001981,EMP00991,2025-H1,3,4.7,84,29,No,12
PERF0001982,EMP00991,2025-H2,3,3.52,97,34,Yes,15
PERF0001983,EMP00992,2025-H1,2,3.47,68,29,Yes,12
PERF0001984,EMP00992,2025-H2,3,4.27,89,30,No,10
PERF0001985,EMP00993,2025-H1,3,4.15,89,28,No,10
PERF0001986,EMP00993,2025-H2,5,4.57,60,9,No,15
PERF0001987,EMP00994,2025-H1,5,4.22,74,13,Yes,5
PERF0001988,EMP00994,2025-H2,3,4.16,99,30,Yes,5
PERF0001989,EMP00995,2025-H1,2,4.51,72,38,No,0
PERF0001990,EMP00995,2025-H2,3,4.42,81,19,Yes,15
PERF0001991,EMP00996,2025-H1,2,3.2,96,51,Yes,8
PERF0001992,EMP00996,2025-H2,3,3.68,89,32,No,10
PERF0001993,EMP00997,2025-H1,4,3.55,100,10,Yes,0
PERF0001994,EMP00997,2025-H2,3,3.83,85,51,Yes,0
PERF0001995,EMP00998,2025-H1,4,2.94,64,5,Yes,8
PERF0001996,EMP00998,2025-H2,5,2.91,68,60,Yes,5
PERF0001997,EMP00999,2025-H1,3,2.61,86,22,No,12
PERF0001998,EMP00999,2025-H2,4,3.85,72,39,No,8
PERF0001999,EMP01000,2025-H1,3,4.67,69,24,Yes,12
PERF0002000,EMP01000,2025-H2,4,3.04,85,37,Yes,15
PERF0002001,EMP01001,2025-H1,4,3.07,61,19,No,5
PERF0002002,EMP01001,2025-H2,5,3.97,99,31,No,5
PERF0002003,EMP01002,2025-H1,3,4.46,86,12,No,0
PERF0002004,EMP01002,2025-H2,3,2.9,95,5,Yes,15
PERF0002005,EMP01003,2025-H1,3,2.59,61,39,No,8
PERF0002006,EMP01003,2025-H2,3,3.04,97,54,No,10
PERF0002007,EMP01004,2025-H1,2,2.67,89,40,Yes,8
PERF0002008,EMP01004,2025-H2,4,4.78,82,3,Yes,0
PERF0002009,EMP01005,2025-H1,2,2.79,81,31,Yes,10
PERF0002010,EMP01005,2025-H2,2,3.2,67,58,No,8
PERF0002011,EMP01006,2025-H1,3,3.41,83,55,No,8
PERF0002012,EMP01006,2025-H2,5,2.72,94,56,Yes,8
PERF0002013,EMP01007,2025-H1,5,3.12,93,55,No,5
PERF0002014,EMP01007,2025-H2,3,3.5,85,51,No,8
PERF0002015,EMP01008,2025-H1,4,4.92,77,22,Yes,12
PERF0002016,EMP01008,2025-H2,3,3.82,89,49,Yes,0
PERF0002017,EMP01009,2025-H1,2,4.19,88,15,Yes,0
PERF0002018,EMP01009,2025-H2,5,2.87,81,58,Yes,15
PERF0002019,EMP01010,2025-H1,4,4.76,89,28,No,5
PERF0002020,EMP01010,2025-H2,2,4.56,99,16,Yes,8
PERF0002021,EMP01011,2025-H1,3,4.13,92,39,Yes,10
PERF0002022,EMP01011,2025-H2,5,4.59,67,49,Yes,8
PERF0002023,EMP01012,2025-H1,4,3.61,75,53,Yes,8
PERF0002024,EMP01012,2025-H2,2,4.3,90,59,No,0
PERF0002025,EMP01013,2025-H1,5,4.07,95,11,No,5
PERF0002026,EMP01013,2025-H2,3,3.99,83,47,No,12
PERF0002027,EMP01014,2025-H1,3,4.43,76,39,No,8
PERF0002028,EMP01014,2025-H2,3,3.82,74,40,Yes,15
PERF0002029,EMP01015,2025-H1,4,4.99,88,52,No,8
PERF0002030,EMP01015,2025-H2,4,3.67,82,11,Yes,0
PERF0002031,EMP01016,2025-H1,4,4.96,69,16,No,12
PERF0002032,EMP01016,2025-H2,5,4.91,76,1,No,8
PERF0002033,EMP01017,2025-H1,4,4.4,73,0,Yes,15
PERF0002034,EMP01017,2025-H2,4,4.74,75,13,No,0
PERF0002035,EMP01018,2025-H1,4,4.69,94,0,Yes,10
PERF0002036,EMP01018,2025-H2,4,2.77,72,57,No,8
PERF0002037,EMP01019,2025-H1,5,3.93,79,47,Yes,0
PERF0002038,EMP01019,2025-H2,3,2.61,73,42,No,10
PERF0002039,EMP01020,2025-H1,3,3.93,75,20,Yes,8
PERF0002040,EMP01020,2025-H2,4,2.88,79,59,No,0
PERF0002041,EMP01021,2025-H1,2,3.44,68,51,No,10
PERF0002042,EMP01021,2025-H2,4,4.0,66,25,No,12
PERF0002043,EMP01022,2025-H1,2,4.73,72,42,No,10
PERF0002044,EMP01022,2025-H2,4,3.27,61,44,Yes,12
PERF0002045,EMP01023,2025-H1,3,2.7,74,25,Yes,12
PERF0002046,EMP01023,2025-H2,4,3.3,67,33,Yes,10
PERF0002047,EMP01024,2025-H1,3,4.26,95,7,No,10
PERF0002048,EMP01024,2025-H2,5,2.54,92,56,No,0
PERF0002049,EMP01025,2025-H1,2,4.02,68,47,No,0
PERF0002050,EMP01025,2025-H2,4,2.78,72,37,No,15
PERF0002051,EMP01026,2025-H1,3,4.45,70,37,Yes,15
PERF0002052,EMP01026,2025-H2,4,4.06,84,41,Yes,8
PERF0002053,EMP01027,2025-H1,3,4.03,93,37,Yes,0
PERF0002054,EMP01027,2025-H2,5,4.7,77,43,Yes,15
PERF0002055,EMP01028,2025-H1,2,4.66,76,8,Yes,12
PERF0002056,EMP01028,2025-H2,5,2.83,73,38,No,0
PERF0002057,EMP01029,2025-H1,5,4.32,70,18,No,0
PERF0002058,EMP01029,2025-H2,3,3.95,100,16,No,15
PERF0002059,EMP01030,2025-H1,3,4.45,68,19,Yes,0
PERF0002060,EMP01030,2025-H2,4,4.54,71,13,No,0
PERF0002061,EMP01031,2025-H1,2,3.17,95,33,No,10
PERF0002062,EMP01031,2025-H2,2,3.65,75,1,Yes,10
PERF0002063,EMP01032,2025-H1,2,3.81,82,4,Yes,10
PERF0002064,EMP01032,2025-H2,4,4.87,100,34,Yes,8
PERF0002065,EMP01033,2025-H1,3,3.07,88,32,No,5
PERF0002066,EMP01033,2025-H2,4,2.76,84,34,Yes,15
PERF0002067,EMP01034,2025-H1,2,2.51,61,32,No,5
PERF0002068,EMP01034,2025-H2,5,3.3,64,19,No,5
PERF0002069,EMP01035,2025-H1,2,2.65,88,19,No,8
PERF0002070,EMP01035,2025-H2,5,3.18,79,35,No,8
PERF0002071,EMP01036,2025-H1,2,3.98,91,18,Yes,10
PERF0002072,EMP01036,2025-H2,4,3.36,98,36,No,8
PERF0002073,EMP01037,2025-H1,5,4.5,88,27,Yes,10
PERF0002074,EMP01037,2025-H2,5,3.57,87,42,No,8
PERF0002075,EMP01038,2025-H1,2,4.96,80,25,No,10
PERF0002076,EMP01038,2025-H2,5,4.25,62,54,No,12
PERF0002077,EMP01039,2025-H1,4,2.55,82,28,No,8
PERF0002078,EMP01039,2025-H2,3,3.77,94,55,No,12
PERF0002079,EMP01040,2025-H1,4,3.36,76,11,No,15
PERF0002080,EMP01040,2025-H2,3,3.95,87,40,No,0
PERF0002081,EMP01041,2025-H1,3,3.66,86,3,No,15
PERF0002082,EMP01041,2025-H2,5,2.56,95,17,Yes,15
PERF0002083,EMP01042,2025-H1,4,4.17,86,9,No,5
PERF0002084,EMP01042,2025-H2,3,2.73,69,40,No,5
PERF0002085,EMP01043,2025-H1,4,3.77,68,7,Yes,8
PERF0002086,EMP01043,2025-H2,5,4.43,64,29,No,10
PERF0002087,EMP01044,2025-H1,3,4.98,89,57,Yes,8
PERF0002088,EMP01044,2025-H2,3,2.95,77,29,Yes,12
PERF0002089,EMP01045,2025-H1,5,3.89,94,18,No,10
PERF0002090,EMP01045,2025-H2,4,2.6,81,30,Yes,0
PERF0002091,EMP01046,2025-H1,4,3.32,82,29,No,15
PERF0002092,EMP01046,2025-H2,3,4.83,72,16,No,12
PERF0002093,EMP01047,2025-H1,3,3.12,79,34,No,8
PERF0002094,EMP01047,2025-H2,4,3.73,65,14,No,8
PERF0002095,EMP01048,2025-H1,4,2.7,82,57,Yes,8
PERF0002096,EMP01048,2025-H2,2,4.39,80,27,Yes,10
PERF0002097,EMP01049,2025-H1,4,4.38,63,1,No,8
PERF0002098,EMP01049,2025-H2,5,2.78,61,13,No,10
PERF0002099,EMP01050,2025-H1,4,3.39,77,26,No,15
PERF0002100,EMP01050,2025-H2,3,4.51,64,11,Yes,5
PERF0002101,EMP01051,2025-H1,2,3.19,73,3,No,0
PERF0002102,EMP01051,2025-H2,3,3.06,85,17,No,15
PERF0002103,EMP01052,2025-H1,2,3.59,95,24,No,0
PERF0002104,EMP01052,2025-H2,4,3.19,95,12,Yes,5
PERF0002105,EMP01053,2025-H1,2,3.05,100,46,No,5
PERF0002106,EMP01053,2025-H2,4,3.88,75,24,No,15
PERF0002107,EMP01054,2025-H1,3,3.77,94,51,No,8
PERF0002108,EMP01054,2025-H2,3,3.74,88,7,No,15
PERF0002109,EMP01055,2025-H1,3,4.1,94,6,No,10
PERF0002110,EMP01055,2025-H2,2,4.13,67,33,Yes,0
PERF0002111,EMP01056,2025-H1,4,3.6,87,3,No,12
PERF0002112,EMP01056,2025-H2,5,2.96,72,15,Yes,10
PERF0002113,EMP01057,2025-H1,4,4.14,91,7,Yes,0
PERF0002114,EMP01057,2025-H2,3,3.77,72,6,No,15
PERF0002115,EMP01058,2025-H1,4,2.81,98,42,Yes,15
PERF0002116,EMP01058,2025-H2,4,4.5,81,24,No,5
PERF0002117,EMP01059,2025-H1,3,3.94,60,2,Yes,8
PERF0002118,EMP01059,2025-H2,3,3.84,80,5,No,12
PERF0002119,EMP01060,2025-H1,3,3.87,90,49,Yes,10
PERF0002120,EMP01060,2025-H2,2,2.56,81,53,No,5
PERF0002121,EMP01061,2025-H1,5,3.37,84,55,Yes,0
PERF0002122,EMP01061,2025-H2,3,4.03,78,32,Yes,0
PERF0002123,EMP01062,2025-H1,3,3.3,98,39,Yes,15
PERF0002124,EMP01062,2025-H2,4,4.28,78,31,No,15
PERF0002125,EMP01063,2025-H1,4,3.9,62,11,Yes,12
PERF0002126,EMP01063,2025-H2,5,3.5,89,11,Yes,8
PERF0002127,EMP01064,2025-H1,5,4.82,69,45,Yes,5
PERF0002128,EMP01064,2025-H2,3,4.52,79,36,Yes,10
PERF0002129,EMP01065,2025-H1,3,3.37,78,16,No,0
PERF0002130,EMP01065,2025-H2,3,2.76,64,47,Yes,5
PERF0002131,EMP01066,2025-H1,4,3.7,86,47,Yes,10
PERF0002132,EMP01066,2025-H2,4,3.82,88,27,No,12
PERF0002133,EMP01067,2025-H1,2,4.75,77,42,Yes,12
PERF0002134,EMP01067,2025-H2,4,4.53,65,43,No,8
PERF0002135,EMP01068,2025-H1,3,4.43,99,42,No,0
PERF0002136,EMP01068,2025-H2,5,2.71,86,60,Yes,5
PERF0002137,EMP01069,2025-H1,4,4.48,83,27,Yes,15
PERF0002138,EMP01069,2025-H2,5,2.98,89,45,Yes,15
PERF0002139,EMP01070,2025-H1,4,3.15,91,16,Yes,5
PERF0002140,EMP01070,2025-H2,3,3.95,91,28,No,10
PERF0002141,EMP01071,2025-H1,4,3.11,66,15,No,0
PERF0002142,EMP01071,2025-H2,2,3.39,74,50,No,12
PERF0002143,EMP01072,2025-H1,2,4.48,85,50,Yes,0
PERF0002144,EMP01072,2025-H2,4,3.02,67,59,No,12
PERF0002145,EMP01073,2025-H1,2,3.39,82,34,No,0
PERF0002146,EMP01073,2025-H2,4,4.36,98,27,Yes,0
PERF0002147,EMP01074,2025-H1,3,3.8,98,28,Yes,12
PERF0002148,EMP01074,2025-H2,3,4.28,84,37,No,0
PERF0002149,EMP01075,2025-H1,5,3.89,87,19,No,15
PERF0002150,EMP01075,2025-H2,5,2.95,79,35,No,15
PERF0002151,EMP01076,2025-H1,2,2.54,91,55,Yes,15
PERF0002152,EMP01076,2025-H2,4,4.51,70,8,No,12
PERF0002153,EMP01077,2025-H1,2,4.65,92,29,Yes,15
PERF0002154,EMP01077,2025-H2,4,2.85,84,20,Yes,8
PERF0002155,EMP01078,2025-H1,2,3.82,65,27,Yes,10
PERF0002156,EMP01078,2025-H2,4,4.56,95,54,No,10
PERF0002157,EMP01079,2025-H1,5,4.61,71,53,No,10
PERF0002158,EMP01079,2025-H2,5,3.86,80,10,No,8
PERF0002159,EMP01080,2025-H1,2,4.6,100,13,Yes,8
PERF0002160,EMP01080,2025-H2,4,2.59,94,23,Yes,10
PERF0002161,EMP01081,2025-H1,4,3.22,64,48,No,5
PERF0002162,EMP01081,2025-H2,5,2.64,98,3,Yes,10
PERF0002163,EMP01082,2025-H1,3,4.36,64,3,Yes,8
PERF0002164,EMP01082,2025-H2,3,4.53,90,37,No,15
PERF0002165,EMP01083,2025-H1,3,4.78,87,24,No,5
PERF0002166,EMP01083,2025-H2,2,4.52,96,0,No,0
PERF0002167,EMP01084,2025-H1,4,2.82,79,55,No,15
PERF0002168,EMP01084,2025-H2,5,3.3,64,54,Yes,8
PERF0002169,EMP01085,2025-H1,3,2.68,90,25,Yes,8
PERF0002170,EMP01085,2025-H2,5,2.76,78,7,Yes,15
PERF0002171,EMP01086,2025-H1,3,4.97,95,16,Yes,10
PERF0002172,EMP01086,2025-H2,4,3.84,85,4,No,0
PERF0002173,EMP01087,2025-H1,4,4.82,90,27,No,8
PERF0002174,EMP01087,2025-H2,5,2.89,66,39,Yes,10
PERF0002175,EMP01088,2025-H1,2,4.82,94,55,Yes,8
PERF0002176,EMP01088,2025-H2,4,3.54,96,60,Yes,10
PERF0002177,EMP01089,2025-H1,2,2.53,96,48,Yes,5
PERF0002178,EMP01089,2025-H2,4,4.78,76,7,No,5
PERF0002179,EMP01090,2025-H1,5,4.64,100,8,Yes,10
PERF0002180,EMP01090,2025-H2,2,4.0,100,37,No,10
PERF0002181,EMP01091,2025-H1,3,3.85,83,57,No,0
PERF0002182,EMP01091,2025-H2,2,2.74,67,48,Yes,12
PERF0002183,EMP01092,2025-H1,5,2.89,85,57,No,8
PERF0002184,EMP01092,2025-H2,4,4.43,85,49,No,8
PERF0002185,EMP01093,2025-H1,5,4.22,74,1,Yes,5
PERF0002186,EMP01093,2025-H2,3,2.94,99,58,No,5
PERF0002187,EMP01094,2025-H1,4,4.12,99,17,Yes,10
PERF0002188,EMP01094,2025-H2,2,2.55,71,1,Yes,8
PERF0002189,EMP01095,2025-H1,2,4.45,88,56,No,15
PERF0002190,EMP01095,2025-H2,3,3.05,100,16,No,0
PERF0002191,EMP01096,2025-H1,3,3.14,85,10,No,0
PERF0002192,EMP01096,2025-H2,4,4.91,61,42,No,5
PERF0002193,EMP01097,2025-H1,4,3.6,91,57,Yes,10
PERF0002194,EMP01097,2025-H2,5,3.8,72,43,No,8
PERF0002195,EMP01098,2025-H1,4,3.69,94,27,Yes,0
PERF0002196,EMP01098,2025-H2,5,2.96,93,2,No,8
PERF0002197,EMP01099,2025-H1,4,2.99,62,25,No,5
PERF0002198,EMP01099,2025-H2,2,4.21,84,42,No,15
PERF0002199,EMP01100,2025-H1,3,2.55,77,50,Yes,12
PERF0002200,EMP01100,2025-H2,4,3.24,91,57,No,8
PERF0002201,EMP01101,2025-H1,2,3.73,65,20,Yes,8
PERF0002202,EMP01101,2025-H2,4,4.13,61,30,No,10
PERF0002203,EMP01102,2025-H1,4,3.12,100,4,No,0
PERF0002204,EMP01102,2025-H2,4,2.71,92,52,Yes,12
PERF0002205,EMP01103,2025-H1,3,3.4,65,36,Yes,0
PERF0002206,EMP01103,2025-H2,2,4.21,65,35,Yes,5
PERF0002207,EMP01104,2025-H1,5,4.45,64,55,Yes,8
PERF0002208,EMP01104,2025-H2,5,3.2,65,6,No,5
PERF0002209,EMP01105,2025-H1,5,2.57,76,9,Yes,0
PERF0002210,EMP01105,2025-H2,4,4.71,99,11,Yes,15
PERF0002211,EMP01106,2025-H1,4,2.55,81,26,No,8
PERF0002212,EMP01106,2025-H2,2,3.18,94,13,Yes,0
PERF0002213,EMP01107,2025-H1,4,4.16,92,34,No,12
PERF0002214,EMP01107,2025-H2,4,2.94,82,29,No,10
PERF0002215,EMP01108,2025-H1,5,4.9,98,12,No,8
PERF0002216,EMP01108,2025-H2,4,3.52,65,58,No,8
PERF0002217,EMP01109,2025-H1,2,4.15,63,5,Yes,5
PERF0002218,EMP01109,2025-H2,2,3.41,87,23,No,12
PERF0002219,EMP01110,2025-H1,4,2.81,90,43,No,5
PERF0002220,EMP01110,2025-H2,4,2.93,77,10,Yes,10
PERF0002221,EMP01111,2025-H1,5,4.31,93,35,Yes,8
PERF0002222,EMP01111,2025-H2,4,4.81,83,55,No,8
PERF0002223,EMP01112,2025-H1,5,2.83,73,56,No,12
PERF0002224,EMP01112,2025-H2,2,4.94,62,0,No,10
PERF0002225,EMP01113,2025-H1,5,4.36,72,56,Yes,15
PERF0002226,EMP01113,2025-H2,5,4.18,62,8,Yes,15
PERF0002227,EMP01114,2025-H1,5,3.77,66,54,No,10
